id,lat,lon,area,depth,hydrolakes,elevation
lake_39145,72.25,148.75,0.36,10.52,1138972,12
lake_39146,72.25,149.25,342.94,186.92,1013,8
lake_39147,72.25,149.75,28,87.2,10833,10
lake_39148,72.75,-125.25,1.71,12.54,17709,7
lake_39149,72.75,-124.75,0.14,12.1,191783,10
lake_39150,72.75,-124.25,0.58,7.2,190933,23
lake_39151,72.75,-123.75,0.13,11.39,190856,34
lake_39152,72.75,-123.25,0.37,8,190809,150
lake_39153,72.75,-122.75,0.17,14.72,193925,159
lake_39154,72.75,-122.25,0.11,14.1,190861,108
lake_39155,72.75,-121.75,1.03,15.24,17834,100
lake_39156,72.75,-121.25,0.13,17.39,190898,89
lake_39157,72.75,-120.75,5.74,11.15,17671,92
lake_39158,72.75,-120.25,10.74,14.75,1790,63
lake_39159,72.75,-119.75,13.03,13.74,1799,106
lake_39160,72.75,-119.25,4.79,17.88,17737,94
lake_39161,72.75,-118.75,4.58,16.52,17597,92
lake_39162,72.75,-118.25,1.03,21.53,17663,123
lake_39163,72.75,-117.75,3.04,16.56,17965,146
lake_39164,72.75,-117.25,0.97,19.25,192865,139
lake_39165,72.75,-116.75,1.01,10.73,17842,109
lake_39166,72.75,-116.25,0.37,15.65,190822,80
lake_39167,72.75,-115.75,4.58,14.99,17605,95
lake_39168,72.75,-115.25,1.33,15.34,17870,167
lake_39169,72.75,-114.75,1.73,18.5,17724,252
lake_39170,72.75,-114.25,2.92,14.64,17846,6
lake_39171,72.75,-113.75,8.53,44.74,17892,8
lake_39172,72.75,-113.25,1.53,9.42,17767,99
lake_39173,72.75,-112.75,0.77,11.49,194563,179
lake_39174,72.75,-112.25,1.4,20.66,17856,202
lake_39175,72.75,-111.75,1.14,13.82,17948,164
lake_39176,72.75,-111.25,1.18,16.53,17951,17
lake_39177,72.75,-110.75,0.12,11.11,190890,88
lake_39178,72.75,-110.25,1.14,14.18,17824,13
lake_39179,72.75,-109.75,4.83,11.17,17654,16
lake_39180,72.75,-109.25,1.79,16.66,17775,12
lake_39181,72.75,-108.75,7.15,97.94,17957,9
lake_39182,72.75,-108.25,0.1,10.49,195093,6
lake_39183,72.75,-107.75,0.15,12.19,191138,205
lake_39184,72.75,-107.25,1.64,17.51,17755,186
lake_39185,72.75,-106.75,27.69,18.23,1805,123
lake_39186,72.75,-106.25,2.35,15.95,17676,94
lake_39187,72.75,-105.75,2.33,13.17,17632,13
lake_39188,72.75,-105.25,3.61,11.72,17621,13
lake_39189,72.75,-102.75,0.28,11.88,190798,9
lake_39190,72.75,-102.25,1.05,19.53,17610,58
lake_39191,72.75,-101.75,1.23,16.95,17637,36
lake_39192,72.75,-101.25,11.49,13.13,1796,8
lake_39193,72.75,-100.75,18.71,17.4,1798,13
lake_39194,72.75,-100.25,11.36,11.27,1793,15
lake_39195,72.75,-99.75,42.01,111.34,1792,9
lake_39196,72.75,-99.25,1.94,10.08,17607,10
lake_39197,72.75,-98.75,0.11,10.54,190848,15
lake_39198,72.75,-98.25,132.49,54,184,10
lake_39199,72.75,-97.75,0.23,12.66,191821,70
lake_39200,72.75,-97.25,0.15,15.38,193140,124
lake_39201,72.75,-96.75,0.37,10.66,194860,113
lake_39202,72.75,-95.75,1.14,12.08,17713,9
lake_39203,72.75,-95.25,5.27,27.12,17699,13
lake_39204,72.75,-94.75,357.16,130.07,183,6
lake_39205,72.75,-94.25,1.42,17.38,17774,13
lake_39206,72.75,-93.75,1.41,15.69,17857,12
lake_39207,72.75,-93.25,0.91,14.31,192508,0
lake_39208,72.75,-92.75,0.15,13.28,190887,223
lake_39209,72.75,-92.25,0.41,14.92,191372,221
lake_39210,72.75,-91.75,0.09,6.17,190987,252
lake_39211,72.75,-89.75,2.82,13.25,17897,12
lake_39212,72.75,-89.25,0.09,12.49,190834,109
lake_39213,72.75,-88.75,0.4,12.02,193040,220
lake_39214,72.75,-88.25,1.04,15.97,17861,161
lake_39215,72.75,-87.75,0.1,7.89,191182,232
lake_39216,72.75,-87.25,0.17,6.43,192809,83
lake_39217,72.75,-86.75,0.31,11.65,192456,281
lake_39218,72.75,-86.25,0.41,11.86,195685,134
lake_39219,72.75,-85.75,0.11,7.65,191419,85
lake_39220,72.75,-85.25,1.63,16.83,17598,0
lake_39221,72.75,-84.75,1.68,22.84,17679,326
lake_39222,72.75,-84.25,0.57,14.2,194377,274
lake_39223,72.75,-83.75,0.54,11.53,193946,263
lake_39224,72.75,-83.25,0.12,8.53,191747,442
lake_39225,72.75,-82.75,0.36,5.91,193952,498
lake_39226,72.75,-82.25,0.48,17.82,195369,447
lake_39227,72.75,-80.75,0.38,9.65,192652,69
lake_39228,72.75,-80.25,0.38,6.36,192559,25
lake_39229,72.75,-79.75,0.15,13.01,190893,158
lake_39230,72.75,-79.25,0.21,15.86,192457,143
lake_39231,72.75,-78.75,0.14,8.08,191223,365
lake_39232,72.75,-78.25,0.1,11.89,191119,141
lake_39233,72.75,-77.75,17.38,17.51,1801,42
lake_39234,72.75,-77.25,0.16,7.1,193488,638
lake_39235,72.75,-76.75,3.01,19.24,17952,99
lake_39236,72.75,-76.25,0.1,12.46,190852,12
lake_39237,72.75,-75.75,0.84,24.22,195620,70
lake_39238,72.75,-75.25,0.17,12.07,195420,26
lake_39239,72.75,-55.75,5.36,95.49,17916,0
lake_39240,72.75,-55.25,5.44,98.55,17703,7
lake_39241,72.75,-54.75,32.42,101.47,1794,9
lake_39242,72.75,-54.25,14.21,16.6,1795,183
lake_39243,72.75,-53.75,0.23,11.27,195199,348
lake_39244,72.75,-26.25,0.2,4.12,191114,885
lake_39245,72.75,-23.75,0.83,15.62,195043,66
lake_39246,72.75,-22.25,0.99,11.84,191623,9
lake_39247,72.75,52.75,0.28,14.81,1134966,0
lake_39248,72.75,53.25,8.11,94.65,126398,0
lake_39249,72.75,53.75,11.42,95.43,10797,0
lake_39250,72.75,54.25,0.14,13.81,1133185,184
lake_39251,72.75,54.75,0.73,24.88,1134514,442
lake_39252,72.75,55.25,0.96,16.08,1135848,10
lake_39253,72.75,55.75,0.83,13.66,1134882,11
lake_39254,72.75,69.25,1,15.31,1134493,11
lake_39255,72.75,69.75,0.42,8.43,1136246,15
lake_39256,72.75,70.25,1.51,17.24,126623,12
lake_39257,72.75,70.75,1.04,23.82,126444,13
lake_39258,72.75,71.25,1.2,17.86,126259,15
lake_39259,72.75,71.75,0.74,14.74,1135091,10
lake_39260,72.75,72.25,1.57,8.04,126243,16
lake_39261,72.75,72.75,2.45,13.59,126477,7
lake_39262,72.75,74.25,2.26,8.13,126055,7
lake_39263,72.75,74.75,1.08,9.45,126208,12
lake_39264,72.75,75.25,0.15,13.53,1133364,12
lake_39265,72.75,75.75,0.15,9.23,1136049,11
lake_39266,72.75,77.25,2.6,8.16,126594,14
lake_39267,72.75,77.75,1.05,12.79,126533,10
lake_39268,72.75,78.25,1.8,11.41,126526,11
lake_39269,72.75,78.75,0.09,10.06,1132907,8
lake_39270,72.75,79.25,0.3,12.15,1131970,11
lake_39271,72.75,79.75,0.37,11.73,1133924,10
lake_39272,72.75,80.75,0.36,8.93,1136259,30
lake_39273,72.75,81.25,1.25,13.04,126621,51
lake_39274,72.75,81.75,0.1,9.93,1135712,119
lake_39275,72.75,82.25,0.36,11.89,1135965,164
lake_39276,72.75,82.75,0.39,11.11,1133483,94
lake_39277,72.75,83.25,14.69,20.75,10786,101
lake_39278,72.75,83.75,3.09,17.75,126624,111
lake_39279,72.75,84.25,143.43,49.34,1010,36
lake_39280,72.75,84.75,1.91,12.63,126336,65
lake_39281,72.75,85.25,0.9,18.4,1134620,8
lake_39282,72.75,85.75,2.6,14.75,126478,109
lake_39283,72.75,86.25,1.42,19.92,126035,11
lake_39284,72.75,86.75,21.4,24.88,10793,49
lake_39285,72.75,87.25,1.88,13.25,126538,57
lake_39286,72.75,87.75,22.47,27.32,10792,46
lake_39287,72.75,88.25,50.8,27.63,10794,65
lake_39288,72.75,88.75,60.55,18.3,10784,74
lake_39289,72.75,89.25,44.25,17.3,10787,75
lake_39290,72.75,89.75,0.38,15.86,1131825,52
lake_39291,72.75,90.25,5.06,13.94,126285,73
lake_39292,72.75,90.75,1.1,20.67,126599,80
lake_39293,72.75,91.25,1.26,17.28,125979,97
lake_39294,72.75,91.75,2.62,23.56,126385,0
lake_39295,72.75,92.25,0.2,14.13,1136417,29
lake_39296,72.75,92.75,0.44,9.13,1134776,14
lake_39297,72.75,93.25,0.19,16.28,1136525,55
lake_39298,72.75,93.75,0.8,16.63,1133838,81
lake_39299,72.75,94.25,1.11,21.55,125959,88
lake_39300,72.75,94.75,0.16,12.47,1132823,7
lake_39301,72.75,95.25,2.42,6.54,125955,0
lake_39302,72.75,95.75,0.67,13.89,1135382,45
lake_39303,72.75,96.25,0.46,8.13,1135213,19
lake_39304,72.75,96.75,1.61,16.28,126323,30
lake_39305,72.75,97.25,1.4,17.66,126071,76
lake_39306,72.75,97.75,0.79,16.8,1133513,169
lake_39307,72.75,98.25,20.84,28.2,10788,59
lake_39308,72.75,98.75,1.49,12.64,126544,12
lake_39309,72.75,99.25,3.04,8.58,126173,52
lake_39310,72.75,99.75,1.44,20.34,126053,40
lake_39311,72.75,100.25,1.04,17.9,125936,67
lake_39312,72.75,100.75,1.48,14.13,126024,50
lake_39313,72.75,101.25,158.92,100.77,1009,42
lake_39314,72.75,101.75,1.31,19.29,126108,10
lake_39315,72.75,102.25,1,19.7,125993,34
lake_39316,72.75,102.75,1.05,22.34,126112,39
lake_39317,72.75,103.25,2.09,10.64,126409,53
lake_39318,72.75,103.75,1.1,18.63,125944,25
lake_39319,72.75,104.25,2.62,12.6,126561,1
lake_39320,72.75,104.75,4.42,11.66,126534,13
lake_39321,72.75,105.25,1.75,18.72,126028,27
lake_39322,72.75,105.75,1.59,18.37,126463,26
lake_39323,72.75,106.25,2.07,9.54,125970,13
lake_39324,72.75,106.75,1.97,13.01,125952,15
lake_39325,72.75,107.25,1.98,11.89,126080,13
lake_39326,72.75,107.75,0.85,16.76,1134713,19
lake_39327,72.75,108.25,0.48,10.94,1135581,54
lake_39328,72.75,108.75,1.21,11.46,126588,7
lake_39329,72.75,109.25,10.34,13.42,10781,18
lake_39330,72.75,109.75,5.5,9.99,126351,20
lake_39331,72.75,110.25,1.06,10.73,126175,12
lake_39332,72.75,110.75,0.85,16.65,1134053,29
lake_39333,72.75,111.25,1.06,17.34,126225,26
lake_39334,72.75,111.75,2.16,13.98,126030,19
lake_39335,72.75,112.25,3.75,14.78,126189,42
lake_39336,72.75,112.75,0.67,8.29,1133717,11
lake_39337,72.75,113.25,0.78,12.53,1132692,12
lake_39338,72.75,113.75,1.08,21.59,126093,19
lake_39339,72.75,114.25,1.29,19.8,126227,55
lake_39340,72.75,114.75,0.61,11.73,1132623,27
lake_39341,72.75,115.25,1.36,12.25,125961,12
lake_39342,72.75,115.75,2.91,8.96,126371,24
lake_39343,72.75,116.25,0.31,11.08,1135914,14
lake_39344,72.75,116.75,1.95,13.7,126237,9
lake_39345,72.75,117.25,6.32,18.73,126386,1
lake_39346,72.75,117.75,1.31,8.42,126311,10
lake_39347,72.75,118.25,42.26,18.26,10800,15
lake_39348,72.75,118.75,2.48,14.92,126501,18
lake_39349,72.75,119.25,0.18,13.73,1134186,22
lake_39350,72.75,119.75,0.15,13.23,1132109,13
lake_39351,72.75,120.25,0.46,11.4,1132510,11
lake_39352,72.75,120.75,0.14,12.99,1132941,10
lake_39353,72.75,121.25,0.55,12.7,1133606,10
lake_39354,72.75,121.75,1.09,9.76,126468,45
lake_39355,72.75,122.25,0.31,14.3,1135426,13
lake_39356,72.75,122.75,0.89,15.15,1132369,7
lake_39357,72.75,123.25,1.54,14.62,126037,11
lake_39358,72.75,123.75,2.17,11.75,126341,12
lake_39359,72.75,124.25,2.53,14.87,125971,11
lake_39360,72.75,124.75,2.76,14.8,125929,13
lake_39361,72.75,125.25,1.44,13.27,125943,8
lake_39362,72.75,125.75,1.01,12.7,126079,6
lake_39363,72.75,126.25,1.15,10.72,125948,12
lake_39364,72.75,126.75,1.69,15.48,126137,14
lake_39365,72.75,127.25,1.74,10.42,126070,12
lake_39366,72.75,127.75,4.27,13.89,125930,10
lake_39367,72.75,128.25,1.46,12.86,125935,11
lake_39368,72.75,128.75,12.07,49.22,10789,7
lake_39369,72.75,129.25,0.36,12.56,1132439,10
lake_39370,72.75,140.75,0.87,20.95,1136188,11
lake_39371,72.75,141.25,2.11,17.23,126519,12
lake_39372,72.75,141.75,260.93,83.65,1011,24
lake_39373,72.75,142.25,1.33,18.26,126553,28
lake_39374,72.75,142.75,4.96,86.96,126582,9
lake_39375,72.75,143.25,1.49,17.22,126396,26
lake_39376,72.75,143.75,0.58,8.88,1135792,12
lake_39377,72.75,144.25,0.16,15.65,1136190,10
lake_39378,72.75,144.75,0.19,15.21,1136373,10
lake_39379,72.75,145.25,0.21,12.92,1136011,15
lake_39380,72.75,145.75,0.13,13.14,1136564,4
lake_39381,73.25,-124.75,2.18,14.85,17487,0
lake_39382,73.25,-124.25,1.67,7.34,17399,6
lake_39383,73.25,-123.75,0.11,12.05,189009,18
lake_39384,73.25,-123.25,0.22,13.91,189149,43
lake_39385,73.25,-122.75,0.13,9.06,189083,62
lake_39386,73.25,-122.25,0.4,7.12,189166,57
lake_39387,73.25,-121.75,0.1,10.01,188988,124
lake_39388,73.25,-121.25,0.12,16.69,189073,102
lake_39389,73.25,-120.75,0.1,10.22,190401,93
lake_39390,73.25,-120.25,0.12,12.42,188985,72
lake_39391,73.25,-119.75,0.14,7.49,189043,75
lake_39392,73.25,-119.25,11.17,11.07,1781,46
lake_39393,73.25,-118.75,44.91,26.11,1782,49
lake_39394,73.25,-118.25,62.07,12.77,1784,81
lake_39395,73.25,-117.75,1.12,24.82,17412,256
lake_39396,73.25,-117.25,9.01,18.94,17476,111
lake_39397,73.25,-116.75,0.12,13.66,188980,179
lake_39398,73.25,-116.25,1.82,13.89,17427,118
lake_39399,73.25,-115.75,1.23,21.78,17505,49
lake_39400,73.25,-115.25,1.16,19.13,17561,105
lake_39401,73.25,-114.75,0.22,13.47,189723,122
lake_39402,73.25,-114.25,0.53,8.09,190047,163
lake_39403,73.25,-108.25,0.72,14.14,189921,51
lake_39404,73.25,-107.75,0.24,15.73,190559,159
lake_39405,73.25,-107.25,1.96,16.7,17471,56
lake_39406,73.25,-106.75,1.84,14.78,17503,22
lake_39407,73.25,-106.25,20.96,27.9,1780,56
lake_39408,73.25,-105.75,1.14,19.88,17400,129
lake_39409,73.25,-105.25,1.05,19.52,17393,139
lake_39410,73.25,-104.75,1.69,16.51,17387,101
lake_39411,73.25,-102.25,1.25,12.47,17555,10
lake_39412,73.25,-101.75,1,13.98,17571,15
lake_39413,73.25,-101.25,0.84,16.76,189366,29
lake_39414,73.25,-100.75,1.1,16.68,17423,61
lake_39415,73.25,-100.25,5.64,11.36,17458,12
lake_39416,73.25,-99.75,2.62,14.59,17447,97
lake_39417,73.25,-99.25,12.07,14.73,1786,11
lake_39418,73.25,-98.75,0.2,16.2,189584,107
lake_39419,73.25,-98.25,0.43,9.68,189322,88
lake_39420,73.25,-97.75,1.29,8.18,17416,23
lake_39421,73.25,-97.25,1.53,11.75,17410,9
lake_39422,73.25,-96.75,0.14,13.7,190358,159
lake_39423,73.25,-95.75,0.74,17.68,189320,26
lake_39424,73.25,-95.25,2.26,16.3,17515,173
lake_39425,73.25,-94.75,1.88,13.06,17459,326
lake_39426,73.25,-94.25,0.28,13.2,189749,267
lake_39427,73.25,-93.75,0.28,10.6,190266,238
lake_39428,73.25,-92.25,0.28,13.28,189670,279
lake_39429,73.25,-91.75,0.4,14.84,190689,244
lake_39430,73.25,-91.25,0.37,10.26,189439,303
lake_39431,73.25,-89.25,0.34,8.28,190696,44
lake_39432,73.25,-88.75,0.22,13.66,189404,294
lake_39433,73.25,-88.25,0.18,10.12,189263,255
lake_39434,73.25,-87.75,0.12,6.12,190352,328
lake_39435,73.25,-87.25,0.12,8.56,190019,394
lake_39436,73.25,-86.75,0.2,10.95,189917,477
lake_39437,73.25,-86.25,0.56,10.56,189148,425
lake_39438,73.25,-85.25,0.13,15.84,190525,202
lake_39439,73.25,-84.75,0.13,9.98,190625,387
lake_39440,73.25,-84.25,0.62,13.2,190256,475
lake_39441,73.25,-83.75,2.21,20.13,17567,300
lake_39442,73.25,-83.25,0.49,11,190488,328
lake_39443,73.25,-82.25,0.12,7.8,189689,675
lake_39444,73.25,-81.75,0.12,11.08,190710,479
lake_39445,73.25,-81.25,0.1,7.61,189945,724
lake_39446,73.25,-80.75,0.2,8.23,190095,212
lake_39447,73.25,-80.25,0.13,9.76,189395,404
lake_39448,73.25,-79.75,0.61,11.32,189838,29
lake_39449,73.25,-79.25,0.9,17.13,189708,493
lake_39450,73.25,-78.75,1.43,23.13,17402,415
lake_39451,73.25,-78.25,0.11,4.31,189315,540
lake_39452,73.25,-77.75,0.98,22.88,189574,362
lake_39453,73.25,-77.25,0.1,7.76,189958,695
lake_39454,73.25,-56.25,2.02,47.38,17415,6
lake_39455,73.25,-55.75,5.32,95.18,17465,0
lake_39456,73.25,-55.25,4.99,98.74,17431,8
lake_39457,73.25,-26.75,0.79,12.97,189247,440
lake_39458,73.25,-25.25,0.56,14.82,189412,452
lake_39459,73.25,53.75,0.26,8.73,1130890,544
lake_39460,73.25,54.25,1.31,14.71,125769,271
lake_39461,73.25,54.75,1.4,16.1,125221,225
lake_39462,73.25,55.25,2.39,14.69,125642,235
lake_39463,73.25,55.75,0.34,8.45,1130269,677
lake_39464,73.25,56.25,2.57,22.87,125262,363
lake_39465,73.25,57.25,2.25,11.5,125265,11
lake_39466,73.25,70.25,0.8,14.53,1130664,13
lake_39467,73.25,70.75,0.63,15.35,1129801,5
lake_39468,73.25,71.25,1.21,13.05,125618,11
lake_39469,73.25,71.75,0.1,10.93,1129892,13
lake_39470,73.25,74.75,1.09,12.45,125889,14
lake_39471,73.25,75.75,0.37,10.9,1128266,17
lake_39472,73.25,76.25,1.5,11.84,125644,8
lake_39473,73.25,76.75,0.81,11.98,1130653,11
lake_39474,73.25,79.25,0.82,10.69,1131818,12
lake_39475,73.25,81.25,0.61,11.46,1128529,149
lake_39476,73.25,81.75,0.33,12.66,1130479,229
lake_39477,73.25,82.25,2.44,15.91,125283,168
lake_39478,73.25,83.25,3.7,18.21,125657,213
lake_39479,73.25,83.75,0.36,12.65,1131199,151
lake_39480,73.25,84.25,1.09,19.32,125284,106
lake_39481,73.25,84.75,4.15,19.26,125226,84
lake_39482,73.25,85.25,0.94,18.86,1129992,162
lake_39483,73.25,85.75,5.38,13.54,125234,15
lake_39484,73.25,86.25,1.38,15.8,125857,95
lake_39485,73.25,86.75,3.32,14.12,125309,164
lake_39486,73.25,87.25,14.9,19.74,10773,96
lake_39487,73.25,87.75,0.27,12.44,1130161,10
lake_39488,73.25,88.25,1.39,14.84,125761,9
lake_39489,73.25,88.75,1.66,15.21,125877,101
lake_39490,73.25,89.25,0.77,13.03,1128446,57
lake_39491,73.25,89.75,3.05,16.16,125780,53
lake_39492,73.25,90.25,0.53,9.18,1128355,136
lake_39493,73.25,90.75,2.9,15.42,125433,12
lake_39494,73.25,91.25,1.74,14.74,125257,7
lake_39495,73.25,91.75,1.21,20.4,125560,85
lake_39496,73.25,92.25,0.3,11.76,1130591,122
lake_39497,73.25,92.75,1.17,13.01,125405,18
lake_39498,73.25,93.25,3.94,42.26,125894,3
lake_39499,73.25,93.75,2.13,13.21,125416,7
lake_39500,73.25,94.25,0.89,23.2,1129828,0
lake_39501,73.25,94.75,2.06,6.21,125403,0
lake_39502,73.25,95.25,0.85,20.06,1129679,6
lake_39503,73.25,95.75,0.47,11.57,1130094,25
lake_39504,73.25,96.25,2.26,16.48,125409,84
lake_39505,73.25,96.75,0.26,16.08,1128269,125
lake_39506,73.25,97.25,7.08,17.67,125561,27
lake_39507,73.25,97.75,1.54,19.59,125238,66
lake_39508,73.25,98.25,5.76,13.74,125453,35
lake_39509,73.25,98.75,1.31,8.33,125574,44
lake_39510,73.25,99.25,36.7,18.24,10774,32
lake_39511,73.25,99.75,2.66,16.3,125366,122
lake_39512,73.25,100.25,36.55,29.09,10772,46
lake_39513,73.25,100.75,9.12,18.5,125575,41
lake_39514,73.25,101.25,1.55,14.18,125299,30
lake_39515,73.25,101.75,0.33,7.64,1129493,39
lake_39516,73.25,102.25,2.84,8.66,125314,32
lake_39517,73.25,102.75,0.36,11.94,1128517,93
lake_39518,73.25,103.25,1.33,18.85,125263,52
lake_39519,73.25,103.75,2.99,10.88,125818,52
lake_39520,73.25,104.25,1.09,21.76,125222,16
lake_39521,73.25,104.75,0.18,13.73,1128307,12
lake_39522,73.25,105.25,0.14,13.58,1128499,27
lake_39523,73.25,105.75,1.24,15.88,125430,21
lake_39524,73.25,106.25,0.14,13.92,1129706,12
lake_39525,73.25,106.75,2.54,11.54,125219,8
lake_39526,73.25,107.25,0.73,8.94,1130621,10
lake_39527,73.25,107.75,0.16,14.9,1131501,17
lake_39528,73.25,108.25,1.48,13.4,125687,0
lake_39529,73.25,108.75,1.04,11.26,125513,12
lake_39530,73.25,109.25,1.01,12.5,125516,9
lake_39531,73.25,109.75,10.05,47.49,10777,8
lake_39532,73.25,110.25,1.13,10.33,125612,25
lake_39533,73.25,110.75,2.23,12.52,125316,12
lake_39534,73.25,111.25,0.58,7.37,1128381,15
lake_39535,73.25,111.75,0.32,11.05,1131513,19
lake_39536,73.25,112.25,0.95,14.17,1130643,15
lake_39537,73.25,112.75,10.42,18.68,10771,14
lake_39538,73.25,113.25,7.52,9,125373,11
lake_39539,73.25,113.75,0.47,10.6,1130089,14
lake_39540,73.25,114.25,0.75,12.97,1130544,15
lake_39541,73.25,114.75,1.1,15.42,125519,20
lake_39542,73.25,115.25,1.72,16.01,125671,12
lake_39543,73.25,115.75,0.48,13.65,1131289,11
lake_39544,73.25,116.25,1.11,20.43,125243,9
lake_39545,73.25,116.75,0.93,20.48,1128478,12
lake_39546,73.25,117.25,1.24,19.13,125395,13
lake_39547,73.25,117.75,1.33,15.71,125248,15
lake_39548,73.25,118.25,18.08,43.6,10764,12
lake_39549,73.25,118.75,10.55,17.66,10763,8
lake_39550,73.25,119.25,0.18,12.3,1130949,9
lake_39551,73.25,119.75,0.31,11.86,1130529,9
lake_39552,73.25,120.25,0.34,10.87,1131346,10
lake_39553,73.25,122.25,0.19,13.96,1131619,8
lake_39554,73.25,122.75,0.36,10.87,1131762,16
lake_39555,73.25,123.25,7.31,19.14,125223,4
lake_39556,73.25,123.75,2.95,11.13,125220,5
lake_39557,73.25,124.25,23.7,102.22,10766,8
lake_39558,73.25,124.75,1.2,11.39,125329,10
lake_39559,73.25,125.25,12.57,47.17,10768,9
lake_39560,73.25,125.75,1.22,14.65,125267,13
lake_39561,73.25,126.25,2.42,11.44,125215,8
lake_39562,73.25,126.75,1.34,13.12,125646,13
lake_39563,73.25,127.25,0.4,11.65,1129746,10
lake_39564,73.25,127.75,2.27,13.07,125268,6
lake_39565,73.25,128.25,1.1,13,125425,13
lake_39566,73.25,128.75,2.96,19.2,125694,12
lake_39567,73.25,129.25,1,9.19,125808,11
lake_39568,73.25,140.25,0.2,12.32,1128865,136
lake_39569,73.25,140.75,1.37,16.06,125217,6
lake_39570,73.25,141.25,1.24,21,125249,7
lake_39571,73.25,142.25,0.53,12.85,1128836,185
lake_39572,73.25,143.25,5.19,20.62,125544,196
lake_39573,73.25,143.75,0.13,14.28,1128482,8
lake_39574,73.75,-124.75,0.14,12.4,188524,4
lake_39575,73.75,-124.25,0.12,11.71,188957,11
lake_39576,73.75,-123.75,0.1,12.21,188212,12
lake_39577,73.75,-123.25,0.37,10.78,188841,72
lake_39578,73.75,-122.75,1.13,18.53,17319,204
lake_39579,73.75,-122.25,0.17,17.48,188202,232
lake_39580,73.75,-121.75,0.21,12.79,188236,227
lake_39581,73.75,-121.25,0.44,10.73,188775,125
lake_39582,73.75,-120.75,0.47,10.6,188365,109
lake_39583,73.75,-120.25,4.29,16.67,17378,67
lake_39584,73.75,-119.75,1.13,18.95,17338,45
lake_39585,73.75,-119.25,0.21,13.47,188200,78
lake_39586,73.75,-118.75,0.13,7.41,188931,252
lake_39587,73.75,-118.25,0.33,12.66,188704,291
lake_39588,73.75,-117.75,0.11,8.39,188684,244
lake_39589,73.75,-116.75,0.13,12.4,188231,148
lake_39590,73.75,-116.25,0.16,13.26,188303,194
lake_39591,73.75,-115.75,0.2,11.79,188936,147
lake_39592,73.75,-107.75,0.17,13.11,188669,30
lake_39593,73.75,-106.75,1.14,18.74,17380,98
lake_39594,73.75,-106.25,0.33,12.51,188900,142
lake_39595,73.75,-105.75,1.65,16.02,17382,148
lake_39596,73.75,-105.25,0.22,14.53,188584,118
lake_39597,73.75,-104.75,8.57,22.7,17369,57
lake_39598,73.75,-101.25,1.17,11.56,17376,10
lake_39599,73.75,-100.75,3.43,18.43,17337,40
lake_39600,73.75,-100.25,1.55,16.09,17332,18
lake_39601,73.75,-99.75,0.64,11.51,188337,165
lake_39602,73.75,-99.25,0.42,10.55,188251,81
lake_39603,73.75,-98.75,19.22,27.58,1775,14
lake_39604,73.75,-98.25,4.6,9.2,17360,21
lake_39605,73.75,-97.75,1.25,14.31,17352,44
lake_39606,73.75,-97.25,0.1,11.54,188267,20
lake_39607,73.75,-95.75,2.44,9.36,17354,18
lake_39608,73.75,-95.25,2.36,11.23,17326,12
lake_39609,73.75,-94.75,0.15,13.79,188293,168
lake_39610,73.75,-94.25,0.5,10.03,188566,100
lake_39611,73.75,-93.75,0.35,11.09,188204,172
lake_39612,73.75,-93.25,0.35,11.2,188208,197
lake_39613,73.75,-92.75,6.67,19.91,17321,96
lake_39614,73.75,-92.25,4.18,15.63,17322,153
lake_39615,73.75,-91.75,0.28,11.28,188413,206
lake_39616,73.75,-91.25,0.21,11.45,188645,183
lake_39617,73.75,-90.75,0.3,8.03,188542,192
lake_39618,73.75,-90.25,0.2,12.59,188241,11
lake_39619,73.75,-88.25,0.17,8.16,188914,207
lake_39620,73.75,-87.75,0.3,13.75,188611,88
lake_39621,73.75,-86.75,0.12,7.5,188314,257
lake_39622,73.75,-86.25,0.13,6.75,188651,268
lake_39623,73.75,-82.75,0.44,12.77,188575,10
lake_39624,73.75,-80.75,0.22,14.26,188536,225
lake_39625,73.75,-80.25,0.13,8.33,188528,252
lake_39626,73.75,-79.75,0.1,7.87,188817,511
lake_39627,73.75,-79.25,0.27,12.67,188887,382
lake_39628,73.75,-78.75,4.19,12.76,17374,62
lake_39629,73.75,-78.25,3.77,15.01,17375,111
lake_39630,73.75,-56.75,0.56,13.28,188259,62
lake_39631,73.75,-56.25,2.36,95.17,17333,0
lake_39632,73.75,-55.75,14.43,99.76,1777,6
lake_39633,73.75,-55.25,4.97,22.55,17381,19
lake_39634,73.75,-27.25,1.74,17.76,17347,745
lake_39635,73.75,-26.75,3.64,26.64,17340,727
lake_39636,73.75,-25.25,6.89,29.41,17327,557
lake_39637,73.75,-24.75,1.69,13.5,17348,13
lake_39638,73.75,-24.25,1.71,13.39,17317,602
lake_39639,73.75,-23.25,2.58,22.02,17331,467
lake_39640,73.75,-22.75,0.96,22.83,188215,205
lake_39641,73.75,54.25,0.1,7.58,1128168,605
lake_39642,73.75,54.75,0.5,18.74,1127990,552
lake_39643,73.75,55.25,0.36,10.36,1128256,414
lake_39644,73.75,55.75,1.3,23,124979,417
lake_39645,73.75,56.25,2.65,11.21,124921,23
lake_39646,73.75,56.75,2.74,17.96,124925,394
lake_39647,73.75,57.25,0.11,8.78,1126851,429
lake_39648,73.75,75.75,0.32,11.49,1128245,17
lake_39649,73.75,81.75,0.23,12.76,1128149,57
